Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
04/12/2019,-3.145,-0.365,-0.385,0.065,-0.57,-1.89,-1.232,-1.768,-0.145
05/12/2019,-3.194,-0.379,-0.383,0.051,-0.567,-1.916,-1.254,-1.8,-0.14
06/12/2019,-3.319,-0.389,-0.433,0.044,-0.558,-1.983,-1.299,-1.862,-0.158
09/12/2019,-3.243,-0.428,-0.425,0.051,-0.564,-1.877,-1.238,-1.847,-0.158
10/12/2019,-3.268,-0.441,-0.409,0.039,-0.587,-1.87,-1.267,-1.841,-0.16
11/12/2019,-3.295,-0.435,-0.423,0.057,-0.586,-1.908,-1.308,-1.829,-0.158
12/12/2019,-3.457,-0.471,-0.457,0.01,-0.56,-1.979,-1.379,-1.885,-0.193
13/12/2019,-3.649,-0.466,-0.525,0.025,-0.572,-2.111,-1.425,-2.029,-0.195
16/12/2019,-3.831,-0.503,-0.559,0.007,-0.543,-2.233,-1.478,-2.146,-0.207
17/12/2019,-3.83,-0.523,-0.562,0.012,-0.529,-2.228,-1.46,-2.143,-0.227
18/12/2019,-3.847,-0.541,-0.548,-0.006,-0.534,-2.218,-1.464,-2.146,-0.237
19/12/2019,-3.866,-0.537,-0.552,-0.007,-0.531,-2.239,-1.486,-2.142,-0.238
20/12/2019,-3.89,-0.542,-0.573,-0.002,-0.486,-2.287,-1.475,-2.169,-0.246
23/12/2019,-3.898,-0.558,-0.581,-0.006,-0.48,-2.273,-1.482,-2.158,-0.258
24/12/2019,-3.841,-0.552,-0.577,0.002,-0.45,-2.264,-1.443,-2.148,-0.25
26/12/2019,-4.171,-0.546,-0.59,-0.002,-0.436,-2.597,-1.443,-2.48,-0.248
27/12/2019,-4.094,-0.543,-0.588,0.001,-0.408,-2.556,-1.397,-2.444,-0.253
30/12/2019,-3.581,-0.552,-0.556,-0.007,-0.398,-2.068,-1.311,-2.016,-0.254
31/12/2019,-3.632,-0.556,-0.56,-0.014,-0.44,-2.062,-1.387,-1.996,-0.249
02/01/2020,-3.754,-0.546,-0.604,0.007,-0.449,-2.162,-1.46,-2.032,-0.262
03/01/2020,-3.553,-0.532,-0.57,0.048,-0.458,-2.041,-1.362,-1.946,-0.245
06/01/2020,-3.508,-0.526,-0.532,0.041,-0.508,-1.983,-1.432,-1.836,-0.24
07/01/2020,-3.641,-0.539,-0.552,0.042,-0.507,-2.085,-1.433,-1.961,-0.247
08/01/2020,-3.606,-0.551,-0.537,-0.001,-0.506,-2.011,-1.473,-1.897,-0.236
09/01/2020,-3.884,-0.557,-0.605,-0.01,-0.554,-2.158,-1.58,-2.056,-0.248
10/01/2020,-3.925,-0.556,-0.598,0.002,-0.542,-2.231,-1.582,-2.097,-0.246
13/01/2020,-4.006,-0.569,-0.615,-0.025,-0.559,-2.238,-1.639,-2.107,-0.26
14/01/2020,-4.055,-0.567,-0.622,-0.017,-0.587,-2.262,-1.638,-2.159,-0.258
15/01/2020,-4.007,-0.565,-0.604,-0.004,-0.563,-2.271,-1.611,-2.144,-0.252
16/01/2020,-4.139,-0.58,-0.628,-0.01,-0.586,-2.335,-1.653,-2.225,-0.261
17/01/2020,-4.242,-0.585,-0.663,-0.011,-0.598,-2.385,-1.68,-2.296,-0.266
21/01/2020,-4.075,-0.577,-0.617,0.006,-0.607,-2.28,-1.65,-2.185,-0.24
22/01/2020,-4.086,-0.576,-0.621,0.009,-0.605,-2.293,-1.65,-2.194,-0.242
23/01/2020,-3.933,-0.553,-0.574,0.034,-0.622,-2.218,-1.625,-2.081,-0.227
24/01/2020,-3.825,-0.544,-0.548,0.054,-0.622,-2.165,-1.516,-2.099,-0.21
27/01/2020,-3.12,-0.453,-0.416,0.089,-0.627,-1.713,-1.256,-1.683,-0.181
28/01/2020,-3.4,-0.488,-0.443,0.06,-0.658,-1.871,-1.413,-1.796,-0.191
29/01/2020,-3.455,-0.485,-0.446,0.085,-0.664,-1.945,-1.404,-1.872,-0.179
30/01/2020,-3.238,-0.448,-0.379,0.089,-0.671,-1.829,-1.39,-1.688,-0.16
31/01/2020,-2.955,-0.443,-0.3,0.118,-0.653,-1.677,-1.185,-1.625,-0.145
03/02/2020,-2.957,-0.437,-0.303,0.109,-0.688,-1.638,-1.247,-1.588,-0.122
04/02/2020,-3.414,-0.476,-0.392,0.066,-0.709,-1.903,-1.441,-1.798,-0.175
05/02/2020,-3.627,-0.514,-0.447,0.044,-0.728,-1.982,-1.534,-1.912,-0.181
06/02/2020,-3.725,-0.529,-0.508,0.048,-0.737,-1.999,-1.578,-1.956,-0.191
07/02/2020,-3.593,-0.523,-0.468,0.068,-0.734,-1.936,-1.498,-1.913,-0.182
10/02/2020,-3.567,-0.505,-0.475,0.076,-0.75,-1.913,-1.523,-1.874,-0.17
11/02/2020,-3.702,-0.527,-0.503,0.061,-0.792,-1.941,-1.584,-1.935,-0.183
12/02/2020,-3.893,-0.554,-0.561,0.048,-0.799,-2.027,-1.665,-2.037,-0.191
13/02/2020,-3.82,-0.553,-0.547,0.057,-0.81,-1.967,-1.649,-1.987,-0.184
14/02/2020,-3.804,-0.554,-0.52,0.068,-0.828,-1.97,-1.661,-1.967,-0.176
18/02/2020,-3.655,-0.551,-0.469,0.075,-0.823,-1.887,-1.592,-1.901,-0.162
19/02/2020,-3.765,-0.569,-0.502,0.055,-0.82,-1.929,-1.607,-1.995,-0.163
20/02/2020,-3.566,-0.554,-0.465,0.061,-0.812,-1.796,-1.507,-1.91,-0.149
21/02/2020,-3.326,-0.548,-0.412,0.072,-0.816,-1.622,-1.403,-1.792,-0.131
24/02/2020,-2.342,-0.449,-0.218,0.119,-0.78,-1.014,-0.866,-1.393,-0.083
25/02/2020,-1.746,-0.386,-0.042,0.127,-0.778,-0.667,-0.671,-1.001,-0.074
26/02/2020,-1.639,-0.347,-0.003,0.124,-0.752,-0.661,-0.621,-0.97,-0.048
27/02/2020,-0.367,-0.253,0.236,0.156,-0.651,0.145,0.082,-0.434,-0.015
28/02/2020,0.772,-0.18,0.403,0.202,-0.475,0.822,0.4,0.315,0.057
02/03/2020,0.339,-0.07,0.257,0.187,-0.463,0.428,0.065,0.23,0.044
03/03/2020,0.518,-0.094,0.318,0.246,-0.302,0.35,0.402,0.073,0.043
04/03/2020,-0.102,-0.121,0.174,0.23,-0.208,-0.177,0.12,-0.219,-0.003
05/03/2020,0.287,-0.061,0.276,0.292,-0.427,0.207,0.455,-0.187,0.019
06/03/2020,1.68,0.009,0.464,0.33,-0.191,1.068,0.969,0.576,0.135
09/03/2020,5.134,0.57,0.958,0.447,-0.087,3.246,2.473,2.189,0.472
10/03/2020,3.816,0.485,0.824,0.33,-0.459,2.636,1.515,1.855,0.446
11/03/2020,4.663,0.57,1.016,0.321,-0.348,3.104,2.054,2.124,0.485
12/03/2020,7.475,0.888,1.65,0.327,-0.25,4.86,3.542,3.287,0.646
13/03/2020,6.391,0.88,1.473,0.202,-0.238,4.074,2.581,3.192,0.618
16/03/2020,8.99,1.23,1.989,0.25,-0.036,5.557,4.168,4.018,0.804
17/03/2020,8.185,1.369,1.792,0.156,0.003,4.865,3.72,3.654,0.811
18/03/2020,9.486,1.703,2.064,0.087,0.233,5.399,4.426,4.097,0.963
19/03/2020,10.266,2.022,2.041,0.053,0.446,5.704,4.863,4.255,1.148
20/03/2020,9.84,2.027,2.066,0.141,0.553,5.053,4.844,3.902,1.094
23/03/2020,10.054,2.377,2.239,0.168,0.595,4.675,4.988,3.834,1.232
24/03/2020,8.474,2.259,1.682,0.156,0.603,3.774,4.467,2.861,1.146
25/03/2020,7.962,2.041,1.435,0.125,0.672,3.689,4.316,2.606,1.04
26/03/2020,7.671,1.845,1.282,0.163,0.742,3.639,4.017,2.683,0.971
27/03/2020,8.333,1.856,1.383,0.238,0.884,3.972,4.388,2.951,0.994
30/03/2020,7.954,1.818,1.303,0.238,0.956,3.639,3.991,2.922,1.041
31/03/2020,7.282,1.75,1.304,0.235,0.87,3.123,3.763,2.516,1.003
01/04/2020,7.932,1.817,1.565,0.262,0.915,3.373,4.114,2.747,1.071
02/04/2020,7.704,1.818,1.5,0.248,0.862,3.276,3.85,2.711,1.143
03/04/2020,7.501,1.824,1.558,0.243,0.804,3.072,3.662,2.658,1.181
06/04/2020,6.797,1.815,1.223,0.22,0.85,2.689,3.409,2.239,1.149
07/04/2020,6.579,1.691,1.129,0.182,0.862,2.715,3.324,2.171,1.084
08/04/2020,6.077,1.638,1.011,0.168,0.844,2.416,2.982,2.092,1.003
09/04/2020,5.546,1.426,0.929,0.194,0.817,2.18,2.674,1.919,0.953
13/04/2020,5.41,1.35,0.991,0.198,0.693,2.178,2.481,1.983,0.946
14/04/2020,4.773,1.202,0.839,0.214,0.699,1.819,2.238,1.628,0.907
15/04/2020,5.1,1.266,0.976,0.255,0.647,1.956,2.399,1.778,0.923
16/04/2020,5.139,1.273,0.969,0.253,0.636,2.008,2.326,1.892,0.921
17/04/2020,4.648,1.251,0.78,0.244,0.632,1.741,2.15,1.652,0.846
20/04/2020,4.757,1.244,0.829,0.246,0.608,1.83,2.316,1.608,0.833
21/04/2020,5.647,1.335,1.027,0.256,0.592,2.437,2.585,2.098,0.964
22/04/2020,5.351,1.329,0.924,0.236,0.566,2.296,2.313,2.077,0.961
23/04/2020,5.095,1.312,0.875,0.247,0.561,2.1,2.238,1.9,0.957
24/04/2020,4.939,1.315,0.879,0.257,0.512,1.976,1.971,1.994,0.974
27/04/2020,4.222,1.308,0.743,0.235,0.354,1.582,1.681,1.588,0.953
28/04/2020,4.026,1.308,0.722,0.249,0.299,1.448,1.634,1.445,0.947
29/04/2020,3.507,1.269,0.597,0.251,0.188,1.202,1.351,1.249,0.907
30/04/2020,3.399,1.171,0.61,0.248,0.087,1.283,1.296,1.221,0.882
01/05/2020,3.754,1.171,0.747,0.26,-0.054,1.63,1.307,1.563,0.884
04/05/2020,3.721,1.216,0.798,0.255,-0.097,1.549,1.197,1.671,0.853
05/05/2020,3.36,1.183,0.712,0.255,-0.164,1.374,1.015,1.518,0.827
06/05/2020,3.391,1.161,0.731,0.235,-0.176,1.44,1.024,1.554,0.813
07/05/2020,3.089,1.181,0.671,0.256,-0.201,1.182,0.915,1.354,0.82
08/05/2020,2.62,1.165,0.533,0.232,-0.226,0.916,0.727,1.107,0.786
11/05/2020,2.43,1.142,0.508,0.206,-0.258,0.832,0.673,0.993,0.764
12/05/2020,2.596,1.127,0.533,0.222,-0.234,0.948,0.864,0.964,0.768
13/05/2020,2.914,1.16,0.624,0.236,-0.249,1.143,0.985,1.151,0.778
14/05/2020,3.072,1.203,0.665,0.244,-0.278,1.238,0.863,1.416,0.793
15/05/2020,2.829,1.194,0.616,0.241,-0.295,1.073,0.803,1.261,0.765
18/05/2020,2.218,1.095,0.446,0.193,-0.349,0.833,0.543,0.959,0.716
19/05/2020,2.158,1.046,0.436,0.192,-0.325,0.809,0.582,0.881,0.695
20/05/2020,1.78,0.982,0.343,0.195,-0.342,0.602,0.402,0.726,0.652
21/05/2020,1.4,0.94,0.386,0.196,-0.356,0.234,0.277,0.621,0.502
22/05/2020,1.486,0.984,0.41,0.201,-0.353,0.244,0.216,0.693,0.577
26/05/2020,0.908,0.85,0.237,0.164,-0.345,0.002,0.09,0.323,0.495
27/05/2020,0.778,0.807,0.176,0.159,-0.355,-0.009,0.006,0.289,0.483
28/05/2020,0.688,0.773,0.114,0.154,-0.378,0.025,0.011,0.198,0.479
29/05/2020,0.638,0.773,0.105,0.166,-0.407,0.001,-0.052,0.25,0.44
01/06/2020,0.514,0.713,0.123,0.153,-0.429,-0.046,-0.088,0.098,0.504
02/06/2020,0.243,0.653,0.038,0.126,-0.454,-0.12,-0.216,-0.013,0.472
03/06/2020,-0.148,0.526,-0.079,0.084,-0.488,-0.191,-0.363,-0.206,0.421
04/06/2020,-0.39,0.48,-0.064,0.053,-0.509,-0.35,-0.415,-0.338,0.363
05/06/2020,-0.748,0.42,-0.204,0.015,-0.517,-0.462,-0.548,-0.515,0.315
08/06/2020,-0.96,0.308,-0.405,0.047,-0.545,-0.365,-0.618,-0.496,0.154
09/06/2020,-0.728,0.359,-0.356,0.067,-0.548,-0.25,-0.49,-0.393,0.155
10/06/2020,-0.597,0.413,-0.339,0.105,-0.533,-0.243,-0.439,-0.318,0.16
11/06/2020,0.633,0.542,-0.037,0.144,-0.56,0.544,0.255,0.15,0.228
12/06/2020,0.671,0.541,-0.058,0.137,-0.56,0.611,0.068,0.375,0.228
15/06/2020,0.7,0.541,-0.032,0.127,-0.547,0.611,-0.047,0.514,0.233
16/06/2020,0.123,0.403,-0.235,0.117,-0.579,0.417,-0.232,0.175,0.18
17/06/2020,0.04,0.412,-0.234,0.119,-0.591,0.334,-0.229,0.099,0.17
18/06/2020,0.11,0.445,-0.215,0.129,-0.577,0.328,-0.21,0.147,0.173
19/06/2020,-0.005,0.44,-0.226,0.141,-0.596,0.236,-0.15,-0.02,0.165
22/06/2020,-0.077,0.445,-0.229,0.138,-0.59,0.159,-0.294,0.057,0.16
23/06/2020,-0.284,0.435,-0.288,0.135,-0.607,0.041,-0.319,-0.108,0.143
24/06/2020,0.141,0.469,-0.158,0.141,-0.597,0.286,-0.108,0.079,0.17
25/06/2020,0.1,0.493,-0.176,0.145,-0.614,0.252,-0.195,0.118,0.177
26/06/2020,0.217,0.498,-0.119,0.157,-0.583,0.264,-0.029,0.067,0.179
29/06/2020,0.198,0.521,-0.129,0.151,-0.578,0.233,-0.119,0.127,0.19
30/06/2020,-0.115,0.509,-0.194,0.134,-0.602,0.038,-0.243,-0.057,0.185
01/07/2020,-0.393,0.464,-0.203,0.118,-0.601,-0.171,-0.363,-0.177,0.147
02/07/2020,-0.69,0.438,-0.275,0.127,-0.621,-0.359,-0.461,-0.351,0.122
06/07/2020,-1.06,0.386,-0.399,0.122,-0.664,-0.505,-0.572,-0.57,0.082
07/07/2020,-0.967,0.382,-0.338,0.128,-0.666,-0.473,-0.511,-0.538,0.082
08/07/2020,-0.991,0.397,-0.348,0.127,-0.669,-0.498,-0.6,-0.453,0.062
09/07/2020,-0.866,0.414,-0.335,0.144,-0.668,-0.421,-0.511,-0.418,0.063
10/07/2020,-0.998,0.41,-0.352,0.138,-0.678,-0.516,-0.622,-0.446,0.07
13/07/2020,-1.05,0.387,-0.383,0.124,-0.674,-0.504,-0.482,-0.606,0.038
14/07/2020,-1.038,0.394,-0.371,0.126,-0.67,-0.517,-0.595,-0.504,0.061
15/07/2020,-1.32,0.35,-0.456,0.125,-0.679,-0.66,-0.712,-0.651,0.043
16/07/2020,-1.318,0.34,-0.4,0.125,-0.666,-0.717,-0.696,-0.679,0.057
17/07/2020,-1.465,0.329,-0.411,0.122,-0.665,-0.84,-0.786,-0.724,0.045
20/07/2020,-1.662,0.284,-0.453,0.123,-0.68,-0.936,-0.883,-0.808,0.029
21/07/2020,-1.809,0.231,-0.491,0.13,-0.696,-0.983,-0.915,-0.899,0.005
22/07/2020,-1.814,0.205,-0.469,0.136,-0.72,-0.966,-0.963,-0.856,0.005
23/07/2020,-1.725,0.194,-0.436,0.142,-0.706,-0.919,-0.867,-0.867,0.009
24/07/2020,-1.495,0.194,-0.199,0.145,-0.723,-0.912,-0.661,-0.961,0.127
27/07/2020,-1.587,0.186,-0.386,0.16,-0.719,-0.828,-0.909,-0.665,-0.013
28/07/2020,-1.545,0.2,-0.378,0.179,-0.696,-0.85,-0.838,-0.695,-0.012
29/07/2020,-1.608,0.183,-0.409,0.18,-0.719,-0.843,-0.92,-0.661,-0.027
30/07/2020,-1.458,0.199,-0.387,0.19,-0.732,-0.728,-0.893,-0.547,-0.018
31/07/2020,-1.381,0.191,-0.327,0.177,-0.743,-0.679,-0.906,-0.45,-0.025
03/08/2020,-1.565,0.175,-0.425,0.169,-0.752,-0.732,-0.95,-0.583,-0.032
04/08/2020,-1.641,0.176,-0.494,0.195,-0.755,-0.763,-0.937,-0.663,-0.041
05/08/2020,-1.717,0.136,-0.51,0.175,-0.761,-0.757,-0.979,-0.677,-0.061
06/08/2020,-1.678,0.128,-0.499,0.186,-0.759,-0.734,-0.996,-0.613,-0.069
07/08/2020,-1.724,0.119,-0.474,0.169,-0.763,-0.775,-1.026,-0.639,-0.059
10/08/2020,-1.787,0.106,-0.483,0.168,-0.744,-0.834,-1.041,-0.684,-0.062
11/08/2020,-1.903,0.062,-0.519,0.112,-0.756,-0.802,-0.992,-0.819,-0.092
12/08/2020,-2.052,0.059,-0.582,0.088,-0.765,-0.852,-1.084,-0.878,-0.09
13/08/2020,-2.032,0.058,-0.581,0.076,-0.745,-0.84,-1.054,-0.888,-0.09
14/08/2020,-1.964,0.067,-0.554,0.081,-0.718,-0.84,-1.044,-0.84,-0.08
17/08/2020,-1.928,0.098,-0.551,0.107,-0.741,-0.841,-1.054,-0.801,-0.073
18/08/2020,-1.872,0.102,-0.534,0.12,-0.75,-0.81,-1.043,-0.768,-0.061
19/08/2020,-1.91,0.097,-0.531,0.097,-0.77,-0.803,-1.008,-0.836,-0.066
20/08/2020,-1.769,0.114,-0.483,0.117,-0.778,-0.739,-1.017,-0.708,-0.044
21/08/2020,-1.799,0.11,-0.497,0.126,-0.759,-0.779,-1.012,-0.736,-0.051
24/08/2020,-1.944,0.089,-0.569,0.111,-0.773,-0.802,-1.069,-0.803,-0.072
25/08/2020,-2.041,0.072,-0.594,0.081,-0.779,-0.821,-1.111,-0.854,-0.076
26/08/2020,-2.029,0.068,-0.636,0.087,-0.758,-0.79,-1.08,-0.876,-0.073
27/08/2020,-1.956,0.06,-0.612,0.056,-0.743,-0.717,-1.05,-0.835,-0.071
28/08/2020,-1.78,0.065,-0.565,0.082,-0.751,-0.611,-1.098,-0.646,-0.036
31/08/2020,-1.521,0.046,-0.328,0.07,-0.766,-0.543,-1.008,-0.703,0.19
01/09/2020,-1.827,0.033,-0.621,0.082,-0.771,-0.55,-1.051,-0.681,-0.095
02/09/2020,-1.917,0.019,-0.698,0.093,-0.754,-0.577,-1.07,-0.749,-0.098
03/09/2020,-1.498,0.044,-0.584,0.094,-0.75,-0.302,-0.728,-0.684,-0.086
04/09/2020,-1.411,0.034,-0.513,0.071,-0.754,-0.249,-0.809,-0.52,-0.082
08/09/2020,-1.34,0.063,-0.442,0.093,-0.789,-0.265,-0.653,-0.646,-0.041
09/09/2020,-1.522,0.053,-0.509,0.079,-0.788,-0.357,-0.799,-0.687,-0.036
10/09/2020,-1.546,0.051,-0.464,0.078,-0.789,-0.422,-0.725,-0.781,-0.04
11/09/2020,-1.73,0.057,-0.481,0.088,-0.789,-0.605,-0.833,-0.851,-0.046
14/09/2020,-1.859,0.056,-0.537,0.092,-0.787,-0.683,-0.903,-0.9,-0.056
15/09/2020,-1.913,0.04,-0.562,0.094,-0.806,-0.679,-0.941,-0.912,-0.06
16/09/2020,-1.889,0.027,-0.565,0.101,-0.802,-0.65,-0.917,-0.922,-0.05
17/09/2020,-1.796,0.049,-0.509,0.101,-0.826,-0.611,-0.903,-0.858,-0.035
18/09/2020,-1.795,0.051,-0.467,0.101,-0.835,-0.645,-0.905,-0.859,-0.031
21/09/2020,-1.294,0.115,-0.352,0.115,-0.841,-0.331,-0.741,-0.56,0.007
22/09/2020,-1.409,0.131,-0.376,0.103,-0.847,-0.42,-0.81,-0.616,0.017
23/09/2020,-1.271,0.144,-0.317,0.091,-0.844,-0.345,-0.69,-0.607,0.026
24/09/2020,-1.097,0.195,-0.269,0.09,-0.835,-0.278,-0.661,-0.486,0.05
25/09/2020,-1.23,0.199,-0.318,0.096,-0.83,-0.377,-0.76,-0.52,0.05
28/09/2020,-1.392,0.195,-0.427,0.096,-0.833,-0.423,-0.821,-0.616,0.045
29/09/2020,-1.405,0.189,-0.406,0.096,-0.833,-0.451,-0.804,-0.651,0.05
30/09/2020,-1.488,0.176,-0.416,0.083,-0.846,-0.485,-0.848,-0.668,0.028
01/10/2020,-1.511,0.161,-0.436,0.087,-0.83,-0.493,-0.847,-0.69,0.026
02/10/2020,-1.369,0.159,-0.398,0.085,-0.844,-0.371,-0.795,-0.605,0.031
05/10/2020,-1.55,0.109,-0.484,0.053,-0.855,-0.373,-0.857,-0.717,0.024
06/10/2020,-1.592,0.074,-0.458,0.057,-0.866,-0.399,-0.777,-0.827,0.012
07/10/2020,-1.744,0.052,-0.507,0.037,-0.86,-0.466,-0.895,-0.852,0.003
08/10/2020,-1.941,0.05,-0.567,0.043,-0.853,-0.614,-0.995,-0.926,-0.02
09/10/2020,-2.128,0.039,-0.601,0.053,-0.873,-0.746,-1.086,-1.01,-0.032
12/10/2020,-2.221,0.017,-0.663,0.06,-0.872,-0.763,-1.133,-1.046,-0.042
13/10/2020,-2.151,0.024,-0.633,0.066,-0.852,-0.756,-1.075,-1.04,-0.036
14/10/2020,-2.135,0.019,-0.606,0.076,-0.853,-0.771,-1.052,-1.053,-0.03
15/10/2020,-1.893,0.057,-0.534,0.081,-0.852,-0.645,-1.009,-0.868,-0.016
16/10/2020,-1.913,0.055,-0.504,0.077,-0.868,-0.673,-1.027,-0.91,0.024
19/10/2020,-1.905,0.033,-0.526,0.07,-0.872,-0.61,-0.942,-0.926,-0.037
20/10/2020,-1.866,0.03,-0.527,0.056,-0.882,-0.543,-0.956,-0.868,-0.042
21/10/2020,-1.794,0.015,-0.499,0.056,-0.877,-0.489,-0.962,-0.785,-0.047
22/10/2020,-1.824,0.01,-0.493,0.038,-0.884,-0.495,-1.008,-0.769,-0.047
23/10/2020,-1.891,0.011,-0.518,0.041,-0.877,-0.548,-1.028,-0.82,-0.043
26/10/2020,-1.487,0.029,-0.427,0.05,-0.864,-0.275,-0.783,-0.677,-0.027
27/10/2020,-1.322,0.039,-0.39,0.07,-0.862,-0.179,-0.722,-0.579,-0.021
28/10/2020,-0.661,0.09,-0.221,0.071,-0.873,0.272,-0.356,-0.309,0.004
29/10/2020,-0.708,0.094,-0.244,0.06,-0.869,0.251,-0.456,-0.256,0.004
30/10/2020,-0.642,0.083,-0.185,0.048,-0.876,0.288,-0.43,-0.219,0.007
02/11/2020,-0.762,0.083,-0.266,0.058,-0.879,0.242,-0.47,-0.309,0.017
03/11/2020,-1.066,0.038,-0.358,0.041,-0.88,0.093,-0.604,-0.455,-0.007
04/11/2020,-1.757,0.002,-0.486,0.069,-0.864,-0.478,-0.939,-0.798,-0.02
05/11/2020,-2.139,-0.064,-0.596,0.084,-0.858,-0.705,-1.08,-0.994,-0.065
06/11/2020,-2.245,-0.065,-0.602,0.067,-0.879,-0.766,-1.188,-0.987,-0.07
09/11/2020,-2.613,-0.209,-0.751,-0.028,-0.899,-0.726,-1.257,-1.25,-0.106
10/11/2020,-2.566,-0.199,-0.741,-0.038,-0.898,-0.69,-1.29,-1.185,-0.091
11/11/2020,-2.767,-0.214,-0.804,-0.039,-0.896,-0.814,-1.353,-1.32,-0.094
12/11/2020,-2.592,-0.164,-0.772,-0.008,-0.878,-0.77,-1.207,-1.298,-0.087
13/11/2020,-2.691,-0.167,-0.806,-0.001,-0.876,-0.841,-1.316,-1.28,-0.095
16/11/2020,-2.886,-0.2,-0.903,-0.006,-0.876,-0.901,-1.389,-1.387,-0.11
17/11/2020,-2.804,-0.196,-0.839,0.01,-0.877,-0.902,-1.358,-1.392,-0.054
18/11/2020,-2.764,-0.218,-0.793,0.007,-0.863,-0.897,-1.283,-1.417,-0.064
19/11/2020,-2.733,-0.209,-0.769,0.018,-0.858,-0.915,-1.293,-1.385,-0.055
20/11/2020,-2.806,-0.21,-0.803,0.02,-0.869,-0.944,-1.284,-1.414,-0.108
23/11/2020,-2.881,-0.235,-0.821,-0.004,-0.879,-0.942,-1.348,-1.414,-0.119
24/11/2020,-3.091,-0.265,-0.914,-0.023,-0.878,-1.011,-1.446,-1.526,-0.119
25/11/2020,-3.073,-0.268,-0.909,-0.026,-0.855,-1.015,-1.431,-1.521,-0.121
27/11/2020,-3.21,-0.262,-0.945,-0.015,-0.876,-1.112,-1.454,-1.618,-0.138
30/11/2020,-3.107,-0.282,-0.872,-0.026,-0.873,-1.054,-1.463,-1.518,-0.126
01/12/2020,-3.315,-0.325,-0.985,-0.053,-0.881,-1.071,-1.521,-1.618,-0.176
02/12/2020,-3.328,-0.345,-0.991,-0.059,-0.877,-1.056,-1.508,-1.636,-0.184
03/12/2020,-3.321,-0.356,-0.993,-0.039,-0.878,-1.055,-1.512,-1.618,-0.191
04/12/2020,-3.429,-0.369,-1.031,-0.061,-0.863,-1.105,-1.561,-1.654,-0.214
07/12/2020,-3.332,-0.373,-1.007,-0.038,-0.849,-1.065,-1.531,-1.594,-0.207
08/12/2020,-3.42,-0.365,-1.014,-0.031,-0.842,-1.168,-1.571,-1.633,-0.216
09/12/2020,-3.529,-0.374,-1.017,-0.043,-0.869,-1.226,-1.533,-1.742,-0.254
10/12/2020,-3.506,-0.355,-0.997,-0.043,-0.891,-1.22,-1.526,-1.73,-0.25
11/12/2020,-3.343,-0.351,-0.975,-0.029,-0.87,-1.118,-1.466,-1.629,-0.248
14/12/2020,-3.33,-0.362,-0.967,-0.039,-0.872,-1.09,-1.423,-1.66,-0.247
15/12/2020,-3.46,-0.372,-0.998,-0.037,-0.873,-1.18,-1.521,-1.684,-0.255
16/12/2020,-3.549,-0.395,-1.034,-0.045,-0.861,-1.214,-1.535,-1.743,-0.271
17/12/2020,-3.625,-0.407,-1.06,-0.048,-0.852,-1.258,-1.585,-1.758,-0.282
18/12/2020,-3.599,-0.41,-1.036,-0.053,-0.85,-1.25,-1.588,-1.729,-0.282
21/12/2020,-3.23,-0.386,-1.005,-0.051,-0.844,-0.944,-1.478,-1.49,-0.262
22/12/2020,-3.222,-0.388,-0.997,-0.047,-0.834,-0.956,-1.492,-1.48,-0.25
23/12/2020,-3.421,-0.404,-1.03,-0.064,-0.844,-1.079,-1.54,-1.619,-0.262
24/12/2020,-3.553,-0.406,-1.042,-0.062,-0.833,-1.21,-1.612,-1.678,-0.263
28/12/2020,-3.671,-0.425,-1.084,-0.066,-0.848,-1.248,-1.662,-1.74,-0.269
29/12/2020,-3.681,-0.438,-1.142,-0.067,-0.858,-1.176,-1.628,-1.773,-0.28
30/12/2020,-3.611,-0.443,-1.143,-0.061,-0.829,-1.135,-1.611,-1.703,-0.297
31/12/2020,-3.642,-0.454,-1.152,-0.058,-0.841,-1.137,-1.635,-1.704,-0.303
04/01/2021,-3.392,-0.449,-1.119,-0.044,-0.849,-0.931,-1.457,-1.628,-0.307
05/01/2021,-3.419,-0.453,-1.135,-0.057,-0.862,-0.912,-1.539,-1.579,-0.301
06/01/2021,-3.655,-0.476,-1.173,-0.098,-0.864,-1.044,-1.606,-1.739,-0.31
07/01/2021,-3.87,-0.488,-1.25,-0.119,-0.856,-1.157,-1.734,-1.818,-0.318
08/01/2021,-3.982,-0.494,-1.327,-0.138,-0.851,-1.172,-1.767,-1.878,-0.337
11/01/2021,-3.848,-0.495,-1.299,-0.153,-0.858,-1.043,-1.675,-1.829,-0.344
12/01/2021,-3.854,-0.477,-1.302,-0.15,-0.855,-1.07,-1.694,-1.825,-0.335
13/01/2021,-3.933,-0.476,-1.321,-0.131,-0.847,-1.158,-1.74,-1.855,-0.338
14/01/2021,-3.948,-0.492,-1.335,-0.135,-0.841,-1.145,-1.707,-1.894,-0.347
15/01/2021,-3.755,-0.485,-1.269,-0.126,-0.86,-1.015,-1.654,-1.772,-0.329
19/01/2021,-3.854,-0.488,-1.291,-0.134,-0.853,-1.088,-1.708,-1.81,-0.336
20/01/2021,-4.026,-0.507,-1.346,-0.121,-0.839,-1.213,-1.809,-1.864,-0.353
21/01/2021,-4.105,-0.506,-1.356,-0.139,-0.84,-1.264,-1.815,-1.927,-0.363
